#+TITLE: CENTRAAL EXAMEN: HAVO 2016-2024
#+STARTUP: hidestars
#+OPTIONS: ^:nil
#+SETUPFILE: https://fniessen.github.io/org-html-themes/org/theme-bigblow.setup
#+HTML_HEAD: <style>
#+HTML_HEAD: body {
#+HTML_HEAD:   max-width: 1200px; /* Change to your desired width */
#+HTML_HEAD:   margin: 0 auto;    /* Center the content */
#+HTML_HEAD: }
#+HTML_HEAD: </style>


* NAH161VB.TXT

| **Vraagnummer** | **Betrokken Voorwerpen/Concepten**                                                                                     | **Wat moet je doen of berekenen?**                                                                                               | **Benodigde Kennis/Vaardigheden**                                                     |
| **6**            | Betonmuur, stralingsabsorptie                                          | Bereken hoeveel procent van de intensiteit een betonnen muur van 10,5 cm dik doorlaat.                                 | Absorptie- en halveringsdikteberekeningen.                                         |
| **7**            | Accuboormachine, accu-capaciteit                                       | Bereken hoeveel minuten een boormachine op maximaal vermogen kan werken met een volle accu.                           | Begrip van stroom, vermogen en energie (\( P = U \cdot I \)).                      |
| **8**            | Accuboormachine, schakelingen                                          | Beoordeel welke schakeling voldoet aan de gestelde eisen voor het lampje en de motor.                                  | Begrip van elektrische schakelingen.                                               |
| **9**            | Boormachine, toerental                                                | Bereken de snelheid van de zijkant van een boortje in \( \text{m/s} \).                                                | Cirkelbewegingen (\( v = \omega \cdot r \)).                                       |
| **10**           | Boormachine, vermogen en snelheid                                      | Leg uit waarom het toerental daalt bij harder materiaal, met gebruik van \( P = Fv \).                                 | Relatie tussen kracht, snelheid en vermogen.                                       |
| **11**           | Boormachine, koppel                                                   | Bereken de kracht op het uiteinde van een boorgat met een diameter van 15 mm.                                          | Relatie tussen koppel en kracht (\( M = F \cdot r \)).                             |
| **12**           | Boormachine, koppel en gatdiameter                                     | Leg uit of de kracht toeneemt met een grotere diameter bij een constant koppel.                                        | Begrip van de definitie van koppel.                                                |
| **13**           | Solderen, smeltpunt van metalen                                        | Bepaal de temperatuur tussen welke waarden de soldeerbout moet liggen.                                                | Gebruik van tabellen en materiaalgegevens.                                         |
| **14**           | Soldeerbout, transformator                                             | Laat zien dat er een transformator aanwezig is in het soldeerapparaat.                                                | Vermogensverhoudingen en spanningstransformatie (\( P = U \cdot I \)).             |
| **15**           | Transformator, energieverlies                                          | Beredeneer of het vermogen dat het stopcontact levert groter of kleiner is dan 90 W.                                  | Energiebehoud en verlies door warmte.                                              |
| **16**           | Soldeerbout, warmteoverdracht                                          | Bereken hoe lang het duurt voordat de soldeerpunt 400 ¬∞C bereikt.                                                     | Warmtecapaciteit (\( Q = m \cdot c \cdot \Delta T \)).                              |
| **17**           | Warmtegeleiding, tangmateriaal                                         | Kies het juiste materiaal voor een tang om oververhitting te voorkomen.                                               | Begrip van warmtegeleiding en specifieke toepassingen.                              |
| **18**           | Mondharp, frequentie van grondtoon                                     | Bereken de frequentie van de grondtoon van een mondharp.                                                              | Analyse van \( (u,t) \)-diagrammen.                                                |
| **19**           | Mondharp, massa van het trilplaatje                                    | Bereken de massa van een trilplaatje met gegeven afmetingen en materiaal.                                              | Massadichtheid en volumeformules (\( m = \rho \cdot V \)).                          |
| **20**           | Mondharp, constante \( c \)                                            | Toon aan dat \( c \) geen eenheid heeft.                                                                               | Analyse van dimensieloze grootheden.                                               |
| **21**           | Mondharp, frequentie van grondtoon                                     | Bereken de frequentie van de grondtoon met een gegeven formule.                                                       | Gebruik van \( f = c \cdot \frac{v \cdot d}{\lambda} \).                            |
| **22**           | Mondharp, knopen en buiken                                             | Geef aan waar knopen en buiken zich bevinden bij de eerste boventoon.                                                 | Begrip van trillingsmodi en resonantie.                                            |
| **23**           | Mondharp, versterking van tonen                                        | Leg uit welke situatie (4A of 4B) geschikt is voor het versterken van een lage toon.                                  | Resonantie en luchtkolommen.                                                       |
| **24**           | Mondharp, frequentie van laagste toon                                  | Bereken de frequentie van de laagste toon, gegeven een luchtkolom van 17 cm.                                          | Gebruik van \( v = f \cdot \lambda \) en temperatuurinvloed op geluidssnelheid.    |
| **25**           | Usain Bolt, gemiddelde snelheid                                        | Bereken de gemiddelde snelheid van Bolt over 100 m.                                                                   | Snelheids- en afstandberekeningen uit grafieken.                                   |
| **26**           | Usain Bolt, maximale snelheid                                          | Leg uit of Bolt bijna 45 km/h haalde tijdens de race.                                                                 | Analyse van \( t,x \)-grafieken.                                                   |
| **27**           | Usain Bolt, vermogen                                                  | Bereken het (gemiddelde) vermogen dat Bolt nodig had om 10 m/s te halen.                                              | Kinetische energie en vermogen (\( P = \frac{E_k}{t} \)).                          |
| **28**           | Bolt, effici√´ntie van afzetkracht                                      | Bepaal de effici√´ntie van Bolt‚Äôs afzetkracht met behulp van een vectoranalyse.                                        | Vectoranalyse en verhoudingen.                                                    |
| **29**           | Bolt, tijdswinst bij estafette                                         | Bereken hoeveel tijdswinst Bolt kan behalen door niet vanuit stilstand te vertrekken.                                 | Analyse van start- en racesnelheden uit grafieken.                                 |

* NAH221VB.TXT
Hier is een overzichtstabel van betrokken concepten, acties, en benodigde kennis voor het HAVO natuurkunde examen 2022, tijdvak 1:

| **Vraagnummer** | **Betrokken voorwerpen/concepten**                              | **Acties/Berekeningen**                                                                                                                       | **Benodigde kennis/vaardigheden**                                                     |
|------------------|---------------------------------------------------------------|-----------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------------------------------------------------------------|
| 1                | Muziekdoos, baansnelheid                                      | Schat de baansnelheid van een pin op de rol van de muziekdoos.                                                                                | Kennis van omtreksnelheid, rotatie, en schaalanalyse.                                |
| 2                | Muziekdoos, trillende strips                                  | Kies het juiste patroon van knopen en buiken in de trillende strip.                                                                           | Begrip van staande golven en trillingspatronen.                                       |
| 3                | Muziekdoos, frequentie                                        | Bepaal de frequentie van de toon en vergelijk deze met een muzieknoot.                                                                        | Grafiekanalyse, kennis van frequentie en muzieknamen.                                |
| 4                | Muziekdoos, beeldfrequentie                                   | Kies het juiste antwoord over de beeldfrequentie die nodig is om de trilling waar te nemen.                                                   | Begrip van frequentie en waarneming.                                                 |
| 5                | Muziekdoos, massa-veersysteem                                 | Beredeneer met de formule of een strip met meer massa een hogere of lagere toon voortbrengt.                                                  | Begrip van massa-veersystemen en frequenties.                                        |
| 6                | New Horizons, omloopbanen                                    | Geef aan op welke positie Jupiter stond bij de lancering van New Horizons.                                                                    | Kennis van cirkelbeweging en omlooptijd.                                             |
| 7                | New Horizons, baansnelheid                                    | Bereken de snelheid voor een cirkelbaan om Pluto.                                                                                             | Begrip van gravitatiekracht en cirkelbeweging.                                       |
| 8                | New Horizons, raketbrandstof                                  | Bereken de benodigde massa hydrazine en leg uit waarom meer brandstof nodig is dan de berekende waarde.                                       | Kennis van arbeid, snelheid, en rendement.                                           |
| 9                | New Horizons, Pu-238                                          | Geef de vervalreactie van plutonium-238.                                                                                                      | Kennis van kernvervalreacties.                                                       |
| 10               | New Horizons, Pu-238                                          | Bereken de tijd totdat al het Pu-238 vervalt en de benodigde massa bij lancering.                                                             | Begrip van activiteit, halveringstijd, en kernfysica.                                 |
| 11               | New Horizons, generatorrendement                              | Bereken het rendement van de generator.                                                                                                       | Begrip van energieomzetting, activiteit, en vermogen.                                |
| 12               | New Horizons, energievoorziening                              | Bepaal hoe lang de energiebron minimaal kan functioneren.                                                                                     | Grafiekanalyse, lineaire afhankelijkheid.                                             |
| 13               | Lithografie, elektromagnetisch spectrum                       | Identificeer de straling van 193 nm in het elektromagnetisch spectrum.                                                                        | Kennis van golflengte en stralingstypen.                                             |
| 14               | Lithografie, faseovergang                                     | Geef de naam van de faseovergang van tin bij verhitting.                                                                                      | Begrip van faseovergangen.                                                           |
| 15               | Lithografie, laserpulsen                                      | Bereken de tijd nodig om tin te verdampen.                                                                                                    | Grafiekanalyse, energieoverdracht.                                                   |
| 16               | Lithografie, golflengte                                       | Bereken de minimale breedte van een geleider met een kortere golflengte.                                                                      | Begrip van golflengte, energie van fotonen, en schaalverkleining.                    |
| 17               | Stunt, katapult, energieoverdracht                            | Bereken het rendement van de katapult.                                                                                                        | Kennis van arbeid, energie, en rendement.                                            |
| 18               | Stunt, katapult, fasen                                        | Omcirkel de juiste punten in het \( h,t \)-diagram die de fasen van de stunt representeren.                                                   | Grafiekanalyse en interpretatie.                                                     |
| 19               | Stunt, versnelling                                            | Bereken de versnelling direct na het verlaten van het platform en leg uit waarom de vertraging groter is dan \( g \).                         | Begrip van versnelling, luchtweerstand, en krachtenanalyse.                          |
| 20               | Stunt, afstand en snelheid                                    | Bepaal de afstand tussen \( t = 5,0 \, \text{s} \) en \( t = 10,0 \, \text{s} \), en teken de rest van het \( v,t \)-diagram.                 | Grafiekanalyse en snelheid-tijd-integratie.                                          |
| 21               | Stunt, resulterende kracht                                    | Geef per fase aan of de resulterende kracht naar boven, naar beneden, of nul is.                                                             | Begrip van krachtenbalans en beweging.                                               |
| 22               | Exploderende draad, diameterberekening                        | Bereken of de koperdraad dikker of dunner is dan een menselijke haar.                                                                         | Begrip van weerstand, lengte, en diameter van cilindrische geleiders.                |
| 23               | Exploderende draad, spanning                                  | Leid de formule voor vermogen af en bereken de spanning op de draad.                                                                         | Begrip van elektrisch vermogen en spanning.                                          |
| 24               | Exploderende draad, energievergelijking                       | Vergelijk de energie voor de draadexplosie met het opladen van een smartphone.                                                                | Kennis van energie en energieverbruik.                                               |
| 25               | Exploderende draad, moleculair model                          | Beschrijf de beweging en positie van koperdeeltjes bij toenemende temperatuur en faseovergang.                                                | Begrip van moleculaire beweging en faseovergangen.                                   |
| 26               | Exploderende draad, druppelsnelheid                           | Bereken of de koperdruppels het publiek konden bereiken.                                                                                      | Kennis van snelheid, afstand, en tijd.                                               |

Laat me weten of je nog specifieke hulp nodig hebt bij een vraag of onderwerp!
* NAH222VB.TXT
Hier is de overzichtstabel:

| **Vraagnummer** | **Betrokken voorwerpen/concepten**                            | **Acties/Berekeningen**                                                                                                                       | **Benodigde kennis/vaardigheden**                                                   |
|------------------|-------------------------------------------------------------|-----------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------------------------------------------------------|
| 1                | Gammastraling, vliegtuigwand                                | Bereken de energie van een foton in MeV en leg uit of de aluminiumwand bescherming biedt.                                                     | Begrip van energie van straling, Planck's constante, absorptie in materialen.       |
| 2                | Am-241, vervalreactie                                       | Geef de vergelijking van de vervalreactie van Am-241.                                                                                         | Kennis van kernreacties, alfastraling.                                             |
| 3                | Be-9, alfadeeltje                                           | Maak de vergelijking van de reactie af waarbij een snel neutron ontstaat.                                                                     | Begrip van kernreacties en behoudswetten.                                          |
| 4                | Bubbeldetector, neutronendosis                              | Bereken de extra equivalente dosis opgelopen door neutronen tijdens de vlucht.                                                                | Kennis van stralingsdosis, dosisbepaling.                                          |
| 5                | Ruimtepuin, satellieten, baansnelheid                       | Bereken of de botsing op een hoogte plaatsvond die door de kunstenaar is aangeduid.                                                           | Kennis van gravitatiekracht, baansnelheid, hoogteberekeningen.                     |
| 6                | Geostationaire satelliet, brandstofgebruik                  | Bereken de benodigde hoeveelheid brandstof om de satelliet naar de kerkhofbaan te brengen en beoordeel de haalbaarheid.                      | Begrip van arbeid, rendement, en stookwaarde.                                      |
| 7                | Ruimtepuin, temperatuurstoename                             | Geef de kracht die zorgt voor de snelle temperatuurtoename van het ruimtepuin.                                                               | Kennis van krachten en energieoverdracht.                                          |
| 8                | Ruimtepuin, lasers                                          | Bereken of de lasers voldoende arbeid verrichten om het brokstuk af te remmen.                                                                | Kennis van arbeid, snelheid, en kinetische energie.                                |
| 9                | Krachtsensor, hefboomwet                                    | Leg uit welke opstelling van de hefboom (I of II) Jeroen moet gebruiken.                                                                      | Begrip van momentenwet en hefboommechanica.                                        |
| 10               | Krachtsensor, krachtgevoelige weerstand                     | Bepaal de grootte van R1 bij een kracht van 15 N.                                                                                             | Begrip van weerstand, spanning, en serieschakelingen.                              |
| 11               | Krachtsensor, beginspanning                                 | Kies het juiste antwoord over de oorzaak van de beginspanning \( U_0 \).                                                                      | Begrip van elektrische schakelingen.                                               |
| 12               | Botsproef, helling                                          | Construeer de component van \( F_z \) parallel aan de helling en bepaal \( U_A \) met behulp van figuur 4.                                     | Begrip van krachtenanalyse en sensormetingen.                                      |
| 13               | Botsproef, kinetische energie                               | Bepaal de maximale kinetische energie van het karretje uit het \( x,t \)-diagram.                                                             | Kennis van snelheid, massa, en energie.                                            |
| 14               | Botsproef, kreukelzone                                      | Bereken de energie geabsorbeerd door de kreukelzone uit het \( F,x \)-diagram.                                                                | Begrip van arbeid, energie, en oppervlaktemetingen.                                |
| 15               | Botsproef, conclusies                                       | Beoordeel of de conclusies over de kreukelzone juist of onjuist zijn.                                                                         | Begrip van krachten, energie, en veiligheid.                                       |
| 16               | Ocarina, toonfrequentie                                     | Bepaal de frequentie van de toon uit figuur 3.                                                                                                | Grafiekanalyse en frequentieberekening.                                            |
| 17               | Ocarina, massa-veersysteem                                  | Bereken de veerconstante \( C \) van het model van de ocarina.                                                                                 | Kennis van massa-veersystemen en trillingen.                                       |
| 18               | Ocarina, golflengte en frequentie                           | Bepaal de frequentie als de golflengte gelijk is aan de lengte van de ocarina en beoordeel of dit de hoogste of laagste frequentie is.        | Begrip van golflengte, frequentie, en resonantie.                                  |
| 19               | Ocarina, volumeverandering                                  | Beredeneer of de toon hoger of lager wordt door volumeverandering en of een gat groter of kleiner moet worden gemaakt na het bakken.          | Begrip van toonhoogte, volume, en akoestiek.                                       |
| 20               | Percolator, verlengsnoer                                    | Toon aan of het verlengsnoer moet worden afgerold bij gebruik van de percolator.                                                              | Begrip van vermogen, spanning, stroomsterkte.                                      |
| 21               | Percolator, rendement                                       | Bepaal het rendement van het verwarmen van water in fase I van de percolator.                                                                 | Begrip van warmte, vermogen, en energieverliezen.                                  |
| 22               | Percolator, warmteverlies                                   | Geef in een tabel aan of \( P_{\text{elektrisch}} \) groter, kleiner, of gelijk is aan \( P_{\text{verlies}} \) op verschillende tijdstippen. | Begrip van warmtestroom, energieverlies, en vermogen.                              |
| 23               | Percolator, schakelschema                                   | Leg uit of een grote of kleine weerstand nodig is voor groot vermogen en bepaal de stand van de schakelaar in fase I.                        | Begrip van elektrische schakelingen en vermogensaanpassing.                        |
| 24               | Percolator, vacu¸mwand                                      | Geef aan welke vorm van warmtetransport volledig wordt tegengehouden door een vacu¸mwand.                                                     | Begrip van warmtegeleiding, convectie, en straling.                                |

Laat me weten of je nog specifieke hulp nodig hebt bij een vraag!
* NAH223VB.TXT
Hier is de gevraagde tabel voor het HAVO 2022 natuurkunde examen tijdvak 3, in het gewenste format:

| **Vraagnummer** | **Betrokken voorwerpen/concepten**                          | **Acties/Berekeningen**                                                                                                                                                     | **Benodigde kennis/vaardigheden**                                                                             |
|------------------|-----------------------------------------------------------|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------------------------------------------------------------------------------------|
| 1                | Ster GJ1214, temperatuur                                  | Bereken de hoogste temperatuur van het oppervlak van ster GJ1214 met de gegeven golflengte.                                                                                 | Kennis van Planck's wet en de relatie tussen golflengte en temperatuur.                                        |
| 2                | Exoplaneet GJ1214b, omlooptijd                            | Bepaal welke pijl in figuur 3 overeenkomt met de omlooptijd van de planeet.                                                                                                 | Grafiekanalyse, interpreteren van lichtsterkte-verloop.                                                        |
| 3                | Exoplaneet GJ1214b, straal                                | Toon met een berekening aan dat de straal van GJ1214b 2,76 keer de straal van de aarde is.                                                                                  | Begrip van oppervlaktematen en verhoudingen tussen stralen.                                                   |
| 4                | Exoplaneet GJ1214b, valversnelling                        | Leid de formule \( g = \frac{GM}{r^2} \) af en bereken de waarde van \( g \) voor GJ1214b.                                                                                   | Begrip van gravitatiekracht, valversnelling, en wiskundige afleidingen.                                        |
| 5                | Exoplaneet GJ1214b, dichtheid                             | Bepaal hoe groot de dichtheid van GJ1214b is ten opzichte van de aarde.                                                                                                     | Kennis van dichtheid, massa, en volume.                                                                        |
| 6                | Exoplaneet GJ1214b, superaarde                            | Bereken of GJ1214b voldoet aan de criteria voor een superaarde.                                                                                                             | Kennis van massa- en straalverhoudingen, planetaire indeling.                                                  |
| 7                | Concertharp, golven                                       | Geef aan of de golven in de snaar en in de lucht transversaal of longitudinaal zijn.                                                                                        | Begrip van golfsoorten (transversaal en longitudinaal).                                                        |
| 8                | Concertharp, golfsnelheid                                 | Bereken de golfsnelheid in een snaar met een gegeven lengte en frequentie van de grondtoon.                                                                                 | Kennis van golfsnelheid, frequentie, en snaarlengte.                                                           |
| 9                | Concertharp, staande golf                                 | Geef knopen (K) en buiken (B) aan in het patroon van een snaar in de tweede boventoon.                                                                                      | Begrip van staande golven en harmonische patronen.                                                             |
| 10               | Concertharp, trillingspatronen                            | Kies welk patroon de snaar toont een kwart trillingstijd later.                                                                                                             | Begrip van trillingstijd en faseverschuiving.                                                                  |
| 11               | Concertharp, snaarspanning                                | Leg uit of de grondtoon hoger of lager wordt door het intrappen van een pedaal.                                                                                            | Begrip van golflengte, spanning, en frequentie.                                                                |
| 12               | Concertharp, oscillogram                                  | Bepaal de frequentie van de grondtoon en leg uit of er boventonen aanwezig zijn.                                                                                            | Grafiekanalyse, frequentieberekening, harmonische analyse.                                                     |
| 13               | Wielrenmotor, vermogen                                   | Bereken de tijdwinst die een motor oplevert tijdens een klim.                                                                                                               | Kennis van vermogen, arbeid, en energieomzetting.                                                              |
| 14               | Accu‚Äôs, energiedichtheid                                 | Leg uit welke eigenschap NiCd-accu's ongeschikt maakt en bereken de gebruiksduur van een Li-ion-accu.                                                                       | Begrip van energiedichtheid, vermogen, en energieomzetting.                                                    |
| 15               | Accu‚Äôs, warmteontwikkeling                               | Bereken de tijd die nodig is om een motor detecteerbaar te maken en bepaal het type straling waarmee dit gebeurt.                                                           | Kennis van warmtecapaciteit, energiebalans, en straling (IR).                                                  |
| 16               | R√∂ntgenfoto, fietscontrole                               | Toon aan dat het advies om niet bij de scanner te blijven staan terecht is, en analyseer de lichtere en donkere delen van de r√∂ntgenfoto.                                   | Begrip van stralingsdosis, absorptie, en beeldvorming met r√∂ntgenstraling.                                      |
| 17               | Marathon, (s,t)-diagram                                  | Teken het (v,t)-diagram van het wereldrecord uit 2014.                                                                                                                      | Kennis van grafiekanalyse, snelheid-berekeningen.                                                              |
| 18               | Marathon, windinvloed                                    | Beredeneer wie gelijk heeft over de invloed van constante wind op de looptijd.                                                                                              | Begrip van snelheid, energie, en windweerstand.                                                                |
| 19               | Marathon, vermogen                                       | Leg uit waarom de voorste haas meer vermogen nodig heeft dan Kipchoge.                                                                                                      | Begrip van luchtweerstand en vermogen (P = F √ó v).                                                             |
| 20               | Marathon, segmentbepaling                                | Bepaal in welk segment Kipchoge zich bevond toen de tijd precies 2,00 uur was.                                                                                              | Kennis van snelheid, afstand, en tijdsrelaties.                                                                |
| 21               | Theaterverlichting, hefboomwet                           | Bereken de spankracht in kabel II met de hefboomwet.                                                                                                                        | Begrip van momentenwet, krachtberekening.                                                                      |
| 22               | Rekstrook, meetmethodes                                  | Leg uit welke bevestigingsmethode het beste de uitrekking van de kabel meet.                                                                                                | Begrip van rekstroken en mechanische spanning.                                                                  |
| 23               | Rekstrook, elektrische sensorspanning                   | Leg uit of de voltmeter is aangesloten over de rekstrook of de vaste weerstand.                                                                                             | Begrip van elektrische schakelingen en sensoren.                                                               |
| 24               | Staalkabel, spanning                                    | Bereken of de spanning in de staalkabels binnen het veilige gebied blijft met de gemeten elektrische sensorspanningen.                                                      | Kennis van mechanische spanning, sensoren, en veiligheid.                                                      |

Laat me weten of je extra hulp nodig hebt met een specifieke vraag!
* NAH231VB.TXT

| **Vraagnummer** | **Betrokken voorwerpen/concepten**                          | **Acties/Berekeningen**                                                                                                                                                     | **Benodigde kennis/vaardigheden**                                                                             |
|------------------|-----------------------------------------------------------|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------------------------------------------------------------------------------------|
| 1                | Gasfles, barbecue, energieverbruik                        | Bereken hoe lang de barbecue kan branden met een volle gasfles.                                                                                                             | Kennis van energie, stookwaarde, en vermogensberekeningen.                                                    |
| 2                | Gasfles, faseovergang                                    | Omcirkel in de zinnen de juiste verklaringen over de afkoeling door faseovergang.                                                                                           | Begrip van faseovergangen, warmteoverdracht.                                                                  |
| 3                | Gasfles, frequentie, staande golf                        | Leg uit waarom Hans ongelijk heeft met zijn verklaring over staande golven in het gas.                                                                                      | Begrip van staande golven, resonantie.                                                                        |
| 4                | Gasfles, golfsnelheid                                    | Bereken of de golfsnelheid in Sanne's verklaring overeenkomt met die van geluid in staal.                                                                                    | Kennis van golfsnelheid, frequentie, en materialen.                                                           |
| 5                | Gasfles, vulstand, oscilloscoop                          | Bepaal de vulstand van de gasfles aan de hand van figuren 2 en 6.                                                                                                           | Grafiekanalyse, frequentieberekening.                                                                         |
| 6                | Noodstopstrook, vrachtwagen                              | Bepaal de minimale lengte van de noodstopstrook uit het (v,t)-diagram.                                                                                                      | Begrip van remkracht, snelheid-tijd-relaties, oppervlaktemethode.                                             |
| 7                | Noodstopstrook, vertraging                               | Toon aan of de maximale vertraging onder de eis van 0,90g blijft.                                                                                                           | Kennis van versnelling, grafiekanalyse, significante cijfers.                                                 |
| 8                | Noodstopstrook, bevroren grind                          | Schets de grafiek van het afremmen op een bevroren noodstopstrook.                                                                                                          | Begrip van afremmen en wrijving op verschillende oppervlakken.                                                |
| 9                | Vangnet, remkracht                                      | Construeer de remkracht \( F_{\text{rem}} \) in situatie I en leg uit of deze toeneemt in een vangnet.                                                                      | Kennis van krachten en vectorconstructies.                                                                    |
| 10               | Vangnet, rek in staalband                               | Bereken of de rek in de band kleiner is dan 10%.                                                                                                                            | Begrip van spanning, rek, en elasticiteit.                                                                    |
| 11               | Vangnet, tweede wet van Newton                          | Verklaar waarom het eerste vangnet minder trommels heeft dan de andere.                                                                                                    | Kennis van kracht, massa, en versnelling.                                                                     |
| 12               | Vangnet, arbeid, kinetische energie                     | Bereken of de drie netten de vrachtwagen kunnen stoppen met behoud van energie.                                                                                             | Wet van arbeid en energie, krachtberekeningen.                                                                |
| 13               | Hubble-telescoop, ruimtevoordelen                       | Bepaal het belangrijkste voordeel van een ruimtetelescoop.                                                                                                                  | Kennis van atmosferische storingen en lichtwaarneming.                                                        |
| 14               | Dubbelster, resolutie, telescoop                        | Bereken of de diameter van de Hubble groot genoeg is om de sterren afzonderlijk waar te nemen.                                                                               | Begrip van resolutie, golflengte, en telescoopoptiek.                                                          |
| 15               | Dubbelster, frequentie, afstanden                       | Leg uit of de frequentie toeneemt of afneemt als de sterren dichterbij komen.                                                                                               | Begrip van cirkelbewegingen, frequenties, en afstandsverhoudingen.                                             |
| 16               | Dubbelster, kosmische explosie                         | Bereken in welke periode de explosie van dubbelster KIC zou hebben plaatsgevonden.                                                                                          | Kennis van lichtsnelheid en afstandsberekeningen.                                                             |
| 17               | Tabak, radioactiviteit, verval                          | Leg uit waarom na twee jaar vooral \( \text{Pb-210} \) aanwezig is in de tabak.                                                                                             | Kennis van halveringstijden, vervalreeksen.                                                                    |
| 18               | Po-210, massa-percentage                               | Bereken het massa-percentage van \( \text{Po-210} \) in een sigaret.                                                                                                        | Berekening van massa-percentage en atoomaantallen.                                                             |
| 19               | Po-210, straling in longen                             | Geef redenen waarom \( \text{Po-210} \) gevaarlijk is op basis van \( H \)-formule.                                                                                         | Begrip van stralingsdosis, activiteit, en ioniserende straling.                                                |
| 20               | Zelfbouw zaklamp, accupakket                          | Bereken uit hoeveel accu‚Äôs het pakket moet bestaan en bepaal of deze in serie of parallel geschakeld moeten worden.                                                         | Begrip van serie- en parallelschakelingen, vermogen.                                                           |
| 21               | Zelfbouw zaklamp, accupakket, stroomsterkte            | Bereken hoelang het accupakket de leds kan laten branden.                                                                                                                   | Capaciteit, stroomsterkte, tijdsduur.                                                                          |
| 22               | Zelfbouw zaklamp, warmteontwikkeling                   | Bereken hoe lang het duurt voordat het water in een koelblok kookt.                                                                                                         | Begrip van warmte, soortelijke warmte, en energieoverdracht.                                                   |
| 23               | Zelfbouw zaklamp, warmtetransport                      | Omcirkel in de tabel de belangrijkste vorm van warmtetransport op drie plekken.                                                                                             | Begrip van geleiding, convectie, en straling.                                                                  |
| 24               | Zelfbouw zaklamp, schakelschema                       | Kies het juiste schakelschema voor de pomp, ventilator, en leds.                                                                                                           | Begrip van elektrische schakelingen.                                                                           |
| 25               | Zelfbouw zaklamp, belicht oppervlak                    | Bepaal hoeveel keer groter het verlichte oppervlak is van de zelfbouw zaklamp ten opzichte van een normale zaklamp.                                                         | Berekening van oppervlaktes, lichtintensiteit.                                                                 |

* NAH232VB.TXT
| **Vraagnummer** | **Betrokken voorwerpen/concepten**                          | **Acties/Berekeningen**                                                                                                                                                     | **Benodigde kennis/vaardigheden**                                                                             |
|------------------|-----------------------------------------------------------|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------------------------------------------------------------------------------------|
| 1                | Vleermuisroep, frequentieverloop                          | Bepaal aan de hand van figuur 1 van welke vleermuissoort de opgenomen roep afkomstig is.                                                                                    | Grafiekanalyse, kennis van frequentie in relatie tot soorten.                                                 |
| 2                | Strottenhoofd, luchtkolom, grondtoon                      | Teken knopen en buiken in een luchtkolom en toon aan dat de grondtoon niet hoorbaar is voor mensen.                                                                         | Kennis van staande golven, frequenties, en geluidsnelheid.                                                    |
| 3                | TE-detector, vleermuisroep                               | Bepaal de frequentie na bewerking en de ingestelde waarde \( R \) van de TE-detector.                                                                                      | Rekenkunde, formules voor frequentieverhoudingen.                                                             |
| 4                | HD-detector, frequentieverschuiving                      | Bepaal de ingestelde frequentieverschuiving \( \Delta f \) voor de laatvlieger en formuleer voorwaarden voor de dwergvleermuis.                                             | Begrip van frequentieverschuiving en grafiekanalyse.                                                          |
| 5                | Arena, zonnepanelen, energieverbruik                     | Bereken het percentage van het energieverbruik dat door zonnepanelen wordt geleverd.                                                                                       | Vermogensberekeningen, rendement, energieformules.                                                            |
| 6                | Dieselgeneratoren, energieverbruik                       | Bereken hoeveel liter diesel nodig is en geef een reden voor het hogere werkelijke verbruik.                                                                                | Begrip van verbrandingsenergie en omzettingseffici√´ntie.                                                      |
| 7                | Superbatterij, interne weerstand                         | Analyseer de invloed van interne weerstand en omcirkel de juiste conclusies op de uitwerkbijlage.                                                                           | Begrip van interne weerstand, serie- en parallelschakelingen.                                                 |
| 8                | Superbatterij, energieopslag                             | Bereken de energieopslagcapaciteit van √©√©n accu en het aantal benodigde accu‚Äôs voor de Arena.                                                                               | Kennis van energieopslag, capaciteit, en omzettingen van eenheden.                                            |
| 9                | Handrem, hefboomwet                                      | Teken de krachtenarmen en bereken de spierkracht nodig om de wielen te blokkeren.                                                                                           | Hefboomwet, krachtenanalyse.                                                                                  |
| 10               | Losbreekrem, spanning-rekdiagram                         | Bereken de diameter van de breekkabel met behulp van de maximale spanning.                                                                                                  | Begrip van spanning, treksterkte, en oppervlakteberekeningen.                                                 |
| 11               | Oplooprem, behoud van energie                            | Geef aan hoe de afgelegde afstand bepaald kan worden met het (v,t)-diagram.                                                                                                | Grafiekanalyse, oppervlakte onder de grafiek berekenen.                                                       |
| 12               | Oplooprem, behoud van energie                            | Bereken de gemiddelde remkracht op basis van energie en arbeid tijdens de afdaling.                                                                                        | Wet van behoud van energie, kracht-berekeningen.                                                              |
| 13               | Oplooprem, remkracht tijdens afremmen                    | Bepaal de remkracht met behulp van de tweede wet van Newton en het (v,t)-diagram.                                                                                          | Tweede wet van Newton, grafiekanalyse.                                                                        |
| 14               | Remtrommels, warmteontwikkeling                          | Bereken het minimale warmtevermogen en verklaar waarom de werkelijke waarde groter is.                                                                                     | Kennis van warmteoverdracht, soortelijke warmte, en energie.                                                  |
